Symbol,BetaEndDate,Instance,Beta,UpsideBeta,DownsideBeta
CIEN-US,12/31/2021,CIEN-US_12/31/2021,0.985706031,1.025064332,0.867082023
FICO-US,12/31/2021,FICO-US_12/31/2021,1.279011501,1.269245126,1.416150609
PCTY-US,12/31/2021,PCTY-US_12/31/2021,1.610019641,1.797426841,1.5583832
SEE-US,12/31/2021,SEE-US_12/31/2021,0.835391816,0.879070659,0.782479701
VST-US,12/31/2021,VST-US_12/31/2021,0.741998075,0.471908695,0.974062518
FIVN-US,12/31/2021,FIVN-US_12/31/2021,0.954044502,1.054861965,0.864432931
NVCR-US,12/31/2021,NVCR-US_12/31/2021,1.648986767,0.957003746,2.206142078
BEN-US,12/31/2021,BEN-US_12/31/2021,1.528003222,1.257112834,1.774729035
REXR-US,12/31/2021,REXR-US_12/31/2021,0.763436329,0.958613199,0.604470503
UGI-US,12/31/2021,UGI-US_12/31/2021,0.587473073,0.515203462,0.702661592
RUN-US,12/31/2021,RUN-US_12/31/2021,2.353601523,1.991603164,2.799174703
UPST-US,12/31/2021,UPST-US_12/31/2021,1.712709209,2.933595448,0.395419858
M-US,12/31/2021,M-US_12/31/2021,0.868462205,0.372955892,0.924839628
Z-US,12/31/2021,Z-US_12/31/2021,1.711403404,1.621714768,1.769200918
GXO-US,12/31/2021,GXO-US_12/31/2021,#N/A,#N/A,#N/A
UHS-US,12/31/2021,UHS-US_12/31/2021,0.944172928,0.90491646,0.932363003
FHN-US,12/31/2021,FHN-US_12/31/2021,1.32534044,1.41333198,1.290088079
G-US,12/31/2021,G-US_12/31/2021,1.135540251,1.130766396,1.178987065
BJ-US,12/31/2021,BJ-US_12/31/2021,0.778302053,0.725439907,0.804711931
XLRN-US,12/31/2021,XLRN-US_12/31/2021,#N/A,#N/A,#N/A
AIZ-US,12/31/2021,AIZ-US_12/31/2021,0.659441242,0.687814968,0.586959972
KNX-US,12/31/2021,KNX-US_12/31/2021,0.729866739,0.666907734,0.781092588
OC-US,12/31/2021,OC-US_12/31/2021,1.465024694,1.42812344,1.425037186
BLD-US,12/31/2021,BLD-US_12/31/2021,1.757968787,1.727910208,1.827442155
OVV-US,12/31/2021,OVV-US_12/31/2021,1.656996385,1.633013116,1.550583749
WYNN-US,12/31/2021,WYNN-US_12/31/2021,1.229548373,0.867678352,1.580705267
AA-US,12/31/2021,AA-US_12/31/2021,1.705199901,1.937368201,1.159333299
CPRI-US,12/31/2021,CPRI-US_12/31/2021,1.607254311,1.679013724,1.47608089
CG-US,12/31/2021,CG-US_12/31/2021,1.327689861,1.206082409,1.449759252
NRG-US,12/31/2021,NRG-US_12/31/2021,0.997293658,1.094512117,1.014345143
SAIA-US,12/31/2021,SAIA-US_12/31/2021,1.535793467,1.823209206,1.228596088
DOX-US,12/31/2021,DOX-US_12/31/2021,0.792199061,0.783874976,0.804535142
GL-US,12/31/2021,GL-US_12/31/2021,1.087700398,0.993306601,1.202044427
ST-US,12/31/2021,ST-US_12/31/2021,1.407566173,1.245241843,1.47024199
BERY-US,12/31/2021,BERY-US_12/31/2021,0.788775223,0.988665712,0.532150239
Y-US,12/31/2021,Y-US_12/31/2021,0.804128782,0.764179663,0.805870361
ITT-US,12/31/2021,ITT-US_12/31/2021,1.222217612,1.312429362,1.076424061
ARW-US,12/31/2021,ARW-US_12/31/2021,1.246387541,1.37668008,1.159745983
UTHR-US,12/31/2021,UTHR-US_12/31/2021,0.836667221,1.013680958,0.714149511
NWL-US,12/31/2021,NWL-US_12/31/2021,1.196133928,1.000668126,1.282408091
PENN-US,12/31/2021,PENN-US_12/31/2021,2.04237367,1.8408939,2.12189721
OLN-US,12/31/2021,OLN-US_12/31/2021,1.95311123,2.074104919,1.880274359
KSS-US,12/31/2021,KSS-US_12/31/2021,1.411408407,1.089820626,1.511404263
MKSI-US,12/31/2021,MKSI-US_12/31/2021,1.868489246,1.98063935,1.988947206
PEN-US,12/31/2021,PEN-US_12/31/2021,0.877076972,0.964630261,0.815869697
JEF-US,12/31/2021,JEF-US_12/31/2021,1.100391436,1.006995575,1.193644956
WIX-US,12/31/2021,WIX-US_12/31/2021,1.220663631,1.006197611,1.523943503
GNTX-US,12/31/2021,GNTX-US_12/31/2021,0.947469546,0.968704611,1.008891427
LAD-US,12/31/2021,LAD-US_12/31/2021,1.433709529,1.33081158,1.548890911
NWSA-US,12/31/2021,NWSA-US_12/31/2021,0.959457581,1.123160116,0.71762026
CHDN-US,12/31/2021,CHDN-US_12/31/2021,1.327328554,1.481690404,1.252912517
JBL-US,12/31/2021,JBL-US_12/31/2021,1.54232424,1.769467125,1.402093646
BRKR-US,12/31/2021,BRKR-US_12/31/2021,0.912739595,1.103586925,0.635311597
DISH-US,12/31/2021,DISH-US_12/31/2021,1.172096054,1.161503647,1.105465571
FAF-US,12/31/2021,FAF-US_12/31/2021,0.931337428,0.94648863,0.908595919
TAP-US,12/31/2021,TAP-US_12/31/2021,0.59298222,0.388819971,0.746382403
NBIX-US,12/31/2021,NBIX-US_12/31/2021,0.777352757,0.7278615,0.816790477
SLAB-US,12/31/2021,SLAB-US_12/31/2021,1.673783814,1.737500054,1.67333251
AGNC-US,12/31/2021,AGNC-US_12/31/2021,0.620760398,0.554608591,0.803461329
CPB-US,12/31/2021,CPB-US_12/31/2021,0.051416238,-0.049157561,0.10299075
ARMK-US,12/31/2021,ARMK-US_12/31/2021,1.127359792,1.14442064,1.102669523
ATR-US,12/31/2021,ATR-US_12/31/2021,0.74832538,0.696719542,0.748123338
STOR-US,12/31/2021,STOR-US_12/31/2021,1.028355584,0.86564429,1.197200738
ROL-US,12/31/2021,ROL-US_12/31/2021,1.024796632,0.850737906,1.164779563
BRKS-US,12/31/2021,BRKS-US_12/31/2021,2.136935074,2.510109901,1.815129916
OGN-US,12/31/2021,OGN-US_12/31/2021,#N/A,#N/A,#N/A
WSC-US,12/31/2021,WSC-US_12/31/2021,1.223027809,1.294554721,1.094383786
DKS-US,12/31/2021,DKS-US_12/31/2021,1.090793274,0.965178978,0.94556913
COLD-US,12/31/2021,COLD-US_12/31/2021,0.621561272,0.633469565,0.706029796
NNN-US,12/31/2021,NNN-US_12/31/2021,0.799987149,0.673176151,0.962903573
LSXMK-US,12/31/2021,LSXMK-US_12/31/2021,0.879506177,0.775653203,0.959875791
PVH-US,12/31/2021,PVH-US_12/31/2021,1.47591671,1.158479249,1.622162021
LECO-US,12/31/2021,LECO-US_12/31/2021,0.96312587,0.966190825,0.997842093
YETI-US,12/31/2021,YETI-US_12/31/2021,1.61148795,1.484921508,1.713588546
ASAN-US,12/31/2021,ASAN-US_12/31/2021,2.017476553,2.105674127,1.852032701
THC-US,12/31/2021,THC-US_12/31/2021,1.48933869,1.556813898,1.490574085
EGP-US,12/31/2021,EGP-US_12/31/2021,0.884092757,1.052071218,0.759458695
FR-US,12/31/2021,FR-US_12/31/2021,0.649320185,0.839857231,0.48646919
NYT-US,12/31/2021,NYT-US_12/31/2021,0.634567358,0.64350188,0.712123974
AIRC-US,12/31/2021,AIRC-US_12/31/2021,0.79638898,0.849241226,0.723635262
TNDM-US,12/31/2021,TNDM-US_12/31/2021,0.898868587,1.144311545,0.83777922
KRC-US,12/31/2021,KRC-US_12/31/2021,0.727331175,0.632112336,0.826608725
OMCL-US,12/31/2021,OMCL-US_12/31/2021,0.841466293,0.739086854,0.920273376
PPD-US,12/31/2021,PPD-US_12/31/2021,0.487811609,0.616475222,0.517376238
NTRA-US,12/31/2021,NTRA-US_12/31/2021,2.031799091,1.985262717,2.039498487
IVZ-US,12/31/2021,IVZ-US_12/31/2021,1.737426236,1.774419464,1.667106895
LW-US,12/31/2021,LW-US_12/31/2021,0.942613903,0.827948385,1.119750004
BFAM-US,12/31/2021,BFAM-US_12/31/2021,0.57478651,0.626971137,0.607651407
HTA-US,12/31/2021,HTA-US_12/31/2021,0.496884348,0.394676509,0.603519955
SMAR-US,12/31/2021,SMAR-US_12/31/2021,1.671569239,1.847966878,1.573572458
AYI-US,12/31/2021,AYI-US_12/31/2021,0.986466805,1.002768953,0.775532213
DISCK-US,12/31/2021,DISCK-US_12/31/2021,0.477916161,0.03012907,0.755674958
CHE-US,12/31/2021,CHE-US_12/31/2021,0.67805265,0.549685163,0.776298075
WMS-US,12/31/2021,WMS-US_12/31/2021,1.417590654,1.604534253,1.229142563
BC-US,12/31/2021,BC-US_12/31/2021,1.211049823,1.182227221,1.074232949
PSTG-US,12/31/2021,PSTG-US_12/31/2021,1.838367905,2.06265015,1.605186451
DXC-US,12/31/2021,DXC-US_12/31/2021,1.309476023,1.344272757,1.30608453
WH-US,12/31/2021,WH-US_12/31/2021,1.200355222,1.235267711,1.21977756
TPX-US,12/31/2021,TPX-US_12/31/2021,1.297923379,1.281480392,1.179747389
NTLA-US,12/31/2021,NTLA-US_12/31/2021,2.404051563,2.591153,2.039235486
OSK-US,12/31/2021,OSK-US_12/31/2021,1.326614449,1.386144263,1.155765728
MAT-US,12/31/2021,MAT-US_12/31/2021,0.842337035,0.712496057,0.857849813
VNO-US,12/31/2021,VNO-US_12/31/2021,0.781326401,0.641524158,0.935432003
PBCT-US,12/31/2021,PBCT-US_12/31/2021,1.015041391,0.934339536,1.119289489
RNR-US,12/31/2021,RNR-US_12/31/2021,0.536212201,0.357727616,0.601896636
PNFP-US,12/31/2021,PNFP-US_12/31/2021,1.204506397,1.245785134,1.220650511
CBSH-US,12/31/2021,CBSH-US_12/31/2021,0.889012869,0.909116688,0.883908368
FOXF-US,12/31/2021,FOXF-US_12/31/2021,1.542112546,1.663127833,1.393991627
CFR-US,12/31/2021,CFR-US_12/31/2021,0.993900505,1.075236453,0.924404829
NCLH-US,12/31/2021,NCLH-US_12/31/2021,1.673413164,1.37759495,2.033199504
NLSN-US,12/31/2021,NLSN-US_12/31/2021,1.013110549,1.021327114,1.164317205
DBX-US,12/31/2021,DBX-US_12/31/2021,0.828262185,1.080437931,0.540458399
CASY-US,12/31/2021,CASY-US_12/31/2021,0.633208342,0.647972011,0.557901884
ARWR-US,12/31/2021,ARWR-US_12/31/2021,1.516236321,1.406215601,1.496043262
JAZZ-US,12/31/2021,JAZZ-US_12/31/2021,0.869482752,0.793480642,0.904093214
OPEN-US,12/31/2021,OPEN-US_12/31/2021,1.98653131,1.256404667,2.629578438
ACC-US,12/31/2021,ACC-US_12/31/2021,0.697737919,0.712636214,0.712077706
XPO-US,12/31/2021,XPO-US_12/31/2021,1.669485546,1.694420452,1.739706688
COR-US,12/31/2021,COR-US_12/31/2021,0.232716714,0.208319123,0.277482778
STWD-US,12/31/2021,STWD-US_12/31/2021,1.042146963,1.062864021,1.105119367
USFD-US,12/31/2021,USFD-US_12/31/2021,1.362505607,1.348066438,1.518225361
AGCO-US,12/31/2021,AGCO-US_12/31/2021,1.300141127,1.327559183,1.269309999
DCI-US,12/31/2021,DCI-US_12/31/2021,1.052270556,0.947006895,1.098205002
LFUS-US,12/31/2021,LFUS-US_12/31/2021,1.47343935,1.438898442,1.505091878
PNW-US,12/31/2021,PNW-US_12/31/2021,0.333944291,0.255482925,0.426093174
TPL-US,12/31/2021,TPL-US_12/31/2021,1.212629991,1.224472413,1.274527166
VRT-US,12/31/2021,VRT-US_12/31/2021,1.024878256,1.006013158,1.037420359
PLNT-US,12/31/2021,PLNT-US_12/31/2021,1.33328086,1.167682492,1.352505541
BRX-US,12/31/2021,BRX-US_12/31/2021,1.113144971,0.970203212,1.260121602
SF-US,12/31/2021,SF-US_12/31/2021,1.384599968,1.4184476,1.353439819
TOL-US,12/31/2021,TOL-US_12/31/2021,1.411795001,1.230989732,1.501738932
CNXC-US,12/31/2021,CNXC-US_12/31/2021,0.965059556,1.136295827,0.890850606
ORI-US,12/31/2021,ORI-US_12/31/2021,1.13137303,1.094171929,1.188248764
HII-US,12/31/2021,HII-US_12/31/2021,0.653188331,0.678728727,0.649180856
STAG-US,12/31/2021,STAG-US_12/31/2021,0.636860794,0.726961028,0.640189043
PII-US,12/31/2021,PII-US_12/31/2021,1.156611013,1.078399261,1.189174408
AMG-US,12/31/2021,AMG-US_12/31/2021,1.593602611,1.483824856,1.661149542
VOYA-US,12/31/2021,VOYA-US_12/31/2021,0.917951633,0.951504616,0.883953652
RGLD-US,12/31/2021,RGLD-US_12/31/2021,0.547486709,0.633055523,0.373415485
MORN-US,12/31/2021,MORN-US_12/31/2021,1.038761982,1.229499255,0.949397411
DVA-US,12/31/2021,DVA-US_12/31/2021,0.527529218,0.534866556,0.567103796
WU-US,12/31/2021,WU-US_12/31/2021,0.620051307,0.639072586,0.504316267
SEIC-US,12/31/2021,SEIC-US_12/31/2021,1.153172671,1.150024702,1.242698507
OGE-US,12/31/2021,OGE-US_12/31/2021,0.564561569,0.51000906,0.679256006
PB-US,12/31/2021,PB-US_12/31/2021,0.812359471,0.827886877,0.778097669
HUN-US,12/31/2021,HUN-US_12/31/2021,1.163347218,1.080363095,1.109527388
IAA-US,12/31/2021,IAA-US_12/31/2021,1.22790378,1.233440472,1.219704405
SNV-US,12/31/2021,SNV-US_12/31/2021,1.455373958,1.535382501,1.433358643
LITE-US,12/31/2021,LITE-US_12/31/2021,1.026009502,0.877474307,1.164028208
BPOP-US,12/31/2021,BPOP-US_12/31/2021,1.18149834,1.2395553,1.150193274
BSY-US,12/31/2021,BSY-US_12/31/2021,1.244428955,1.157163545,1.344122158
RPD-US,12/31/2021,RPD-US_12/31/2021,1.191720164,1.302333958,1.185114814
IIVI-US,12/31/2021,IIVI-US_12/31/2021,1.654837283,1.74258308,1.846923511
FFIN-US,12/31/2021,FFIN-US_12/31/2021,1.057558993,1.232455169,0.928738865
AXTA-US,12/31/2021,AXTA-US_12/31/2021,0.949480488,0.848294148,1.08271985
SMG-US,12/31/2021,SMG-US_12/31/2021,1.334667953,1.268136063,1.301773925
INGR-US,12/31/2021,INGR-US_12/31/2021,0.68459231,0.599867744,0.77959514
NVST-US,12/31/2021,NVST-US_12/31/2021,1.270400179,1.334638662,1.107918678
SRPT-US,12/31/2021,SRPT-US_12/31/2021,0.584629144,0.814036402,0.367371053
LSTR-US,12/31/2021,LSTR-US_12/31/2021,0.826376274,0.803870975,0.812155408
OHI-US,12/31/2021,OHI-US_12/31/2021,0.71079177,0.672693313,0.860736681
NTNX-US,12/31/2021,NTNX-US_12/31/2021,1.83569162,1.785037235,1.99473431
EME-US,12/31/2021,EME-US_12/31/2021,1.294956012,1.450800294,1.166923175
OLED-US,12/31/2021,OLED-US_12/31/2021,1.587079128,1.5676868,1.596448484
RGA-US,12/31/2021,RGA-US_12/31/2021,1.101144753,0.974113863,1.255652296
GTLS-US,12/31/2021,GTLS-US_12/31/2021,1.648328023,1.738981581,1.641570555
ZNGA-US,12/31/2021,ZNGA-US_12/31/2021,0.882798941,0.838968995,0.984923922
VAC-US,12/31/2021,VAC-US_12/31/2021,1.598740695,1.49630793,1.794265713
LPX-US,12/31/2021,LPX-US_12/31/2021,1.540885671,1.732103677,1.4275768
PFGC-US,12/31/2021,PFGC-US_12/31/2021,1.445088814,1.504408207,1.493708071
EXP-US,12/31/2021,EXP-US_12/31/2021,1.396516771,1.368553143,1.31042908
IIPR-US,12/31/2021,IIPR-US_12/31/2021,1.676868083,1.368935865,2.089047379
WWD-US,12/31/2021,WWD-US_12/31/2021,1.209187851,1.068715654,1.346689445
EQT-US,12/31/2021,EQT-US_12/31/2021,0.73111763,0.722006802,0.707873539
UHAL-US,12/31/2021,UHAL-US_12/31/2021,0.75251658,0.836128001,0.569218877
X-US,12/31/2021,X-US_12/31/2021,1.371818593,1.378901539,1.327387267
CHK-US,12/31/2021,CHK-US_12/31/2021,#N/A,#N/A,#N/A
QS-US,12/31/2021,QS-US_12/31/2021,2.119768567,0.813607993,3.502034879
KBR-US,12/31/2021,KBR-US_12/31/2021,1.10297128,1.063302515,1.123255859
COHR-US,12/31/2021,COHR-US_12/31/2021,0.759765357,1.039989241,0.432799331
BHVN-US,12/31/2021,BHVN-US_12/31/2021,1.050124677,0.908991561,0.839101076
NXST-US,12/31/2021,NXST-US_12/31/2021,1.154367715,1.133447902,1.16550178
SGMS-US,12/31/2021,SGMS-US_12/31/2021,2.021667821,1.928270641,2.15256041
HEI-US,12/31/2021,HEI-US_12/31/2021,1.288537505,1.234102678,1.388962196
VVV-US,12/31/2021,VVV-US_12/31/2021,0.758172904,0.745195997,0.887010272
SWAV-US,12/31/2021,SWAV-US_12/31/2021,1.576952933,1.39997258,1.746642256
POST-US,12/31/2021,POST-US_12/31/2021,0.697210866,0.562544778,0.872230149
CACI-US,12/31/2021,CACI-US_12/31/2021,0.483859419,0.448548562,0.528747327
ASGN-US,12/31/2021,ASGN-US_12/31/2021,1.456360558,1.336405165,1.514374675
IBKR-US,12/31/2021,IBKR-US_12/31/2021,1.132742726,1.307726212,1.090367139
ALK-US,12/31/2021,ALK-US_12/31/2021,1.318291762,1.108953418,1.471330426
SKX-US,12/31/2021,SKX-US_12/31/2021,1.398002972,1.431056628,1.269666339
INSP-US,12/31/2021,INSP-US_12/31/2021,1.600832527,1.583853127,1.727221659
HBI-US,12/31/2021,HBI-US_12/31/2021,0.83371067,0.834372851,0.800640141
POWI-US,12/31/2021,POWI-US_12/31/2021,1.76372375,1.743277262,1.92126681
PLAN-US,12/31/2021,PLAN-US_12/31/2021,1.788106161,1.646697713,2.11359688
THO-US,12/31/2021,THO-US_12/31/2021,0.82150295,0.711528704,0.697373081
SON-US,12/31/2021,SON-US_12/31/2021,0.657693968,0.665297798,0.724458786
NVT-US,12/31/2021,NVT-US_12/31/2021,1.298827288,1.360531855,1.201736243
GBCI-US,12/31/2021,GBCI-US_12/31/2021,1.156437778,1.250147749,1.116096976
CFX-US,12/31/2021,CFX-US_12/31/2021,1.105850834,1.139837217,1.006342422
TXRH-US,12/31/2021,TXRH-US_12/31/2021,1.119225193,1.001818192,1.164370939
HELE-US,12/31/2021,HELE-US_12/31/2021,0.591368717,0.458586634,0.626917702
HOG-US,12/31/2021,HOG-US_12/31/2021,0.827466626,0.477140218,1.105497996
EXPO-US,12/31/2021,EXPO-US_12/31/2021,1.091070273,1.141909896,1.194297321
EHC-US,12/31/2021,EHC-US_12/31/2021,0.574623751,0.459759279,0.738944794
PRI-US,12/31/2021,PRI-US_12/31/2021,1.259130465,1.306680399,1.168378826
ASH-US,12/31/2021,ASH-US_12/31/2021,0.983569439,0.976000501,0.959340285
MEDP-US,12/31/2021,MEDP-US_12/31/2021,1.242857705,1.468975876,0.917065117
GT-US,12/31/2021,GT-US_12/31/2021,1.275760207,1.16088707,1.309330187
NYCB-US,12/31/2021,NYCB-US_12/31/2021,0.74435908,0.560329102,0.96752509
WEX-US,12/31/2021,WEX-US_12/31/2021,1.349391515,1.227013267,1.49377065
HLI-US,12/31/2021,HLI-US_12/31/2021,0.804061164,0.910540527,0.630382482
CUZ-US,12/31/2021,CUZ-US_12/31/2021,0.65811218,0.626467031,0.659893912
SMTC-US,12/31/2021,SMTC-US_12/31/2021,1.889729851,1.781111798,2.118161168
WCC-US,12/31/2021,WCC-US_12/31/2021,1.921927911,2.121192842,1.58798169
VNT-US,12/31/2021,VNT-US_12/31/2021,1.025195325,0.931731499,1.016077244
NEWR-US,12/31/2021,NEWR-US_12/31/2021,1.084050619,1.163146239,1.153783461
WK-US,12/31/2021,WK-US_12/31/2021,1.566626011,1.647090657,1.500035557
EVR-US,12/31/2021,EVR-US_12/31/2021,1.270689317,1.295837377,1.291729066
AN-US,12/31/2021,AN-US_12/31/2021,0.993791745,1.095134096,0.891875016
DEI-US,12/31/2021,DEI-US_12/31/2021,0.783443386,0.717462014,0.846814534
GPK-US,12/31/2021,GPK-US_12/31/2021,0.702561926,0.666166862,0.76508936
NATI-US,12/31/2021,NATI-US_12/31/2021,1.208291145,1.140905978,1.323188744
AMBA-US,12/31/2021,AMBA-US_12/31/2021,2.245474347,2.584912631,1.932978558
ACI-US,12/31/2021,ACI-US_12/31/2021,0.230699597,0.121371543,0.116553319
PACW-US,12/31/2021,PACW-US_12/31/2021,1.545277248,1.622342379,1.550681249
LEG-US,12/31/2021,LEG-US_12/31/2021,1.075285314,1.032915661,1.056885348
DLB-US,12/31/2021,DLB-US_12/31/2021,0.957503191,0.940875486,1.013488221
BL-US,12/31/2021,BL-US_12/31/2021,1.269052692,1.230109751,1.330752178
IDA-US,12/31/2021,IDA-US_12/31/2021,0.38578586,0.382163968,0.480148759
IPGP-US,12/31/2021,IPGP-US_12/31/2021,1.339340678,1.222494079,1.397251767
CLH-US,12/31/2021,CLH-US_12/31/2021,1.080873981,1.079392592,1.099148077
CACC-US,12/31/2021,CACC-US_12/31/2021,0.348225782,0.237719766,0.466089649
MDU-US,12/31/2021,MDU-US_12/31/2021,0.725756277,0.75653614,0.770272845
BCPC-US,12/31/2021,BCPC-US_12/31/2021,0.603093531,0.771457802,0.406954969
SIRI-US,12/31/2021,SIRI-US_12/31/2021,0.617241298,0.548257045,0.461142064
MRTX-US,12/31/2021,MRTX-US_12/31/2021,0.62569148,0.797968026,0.534571105
SSB-US,12/31/2021,SSB-US_12/31/2021,1.025378373,1.012011921,1.117125834
MTZ-US,12/31/2021,MTZ-US_12/31/2021,1.279188161,1.284480591,1.172728056
QDEL-US,12/31/2021,QDEL-US_12/31/2021,-0.353997999,-0.151860469,-0.821165236
ROLL-US,12/31/2021,ROLL-US_12/31/2021,1.346320631,1.28329033,1.120034167
OZK-US,12/31/2021,OZK-US_12/31/2021,0.857217909,0.963027442,0.717206505
BPMC-US,12/31/2021,BPMC-US_12/31/2021,1.294822603,1.397701871,1.168172403
SRCL-US,12/31/2021,SRCL-US_12/31/2021,0.661357538,0.699078787,0.668792913
AVNT-US,12/31/2021,AVNT-US_12/31/2021,1.481918464,1.525887393,1.351025123
PDCE-US,12/31/2021,PDCE-US_12/31/2021,1.551986671,1.797471733,1.307511508
MSA-US,12/31/2021,MSA-US_12/31/2021,0.882486925,0.895458104,0.900440189
ERIE-US,12/31/2021,ERIE-US_12/31/2021,0.730707884,0.58864688,0.787372953
AWI-US,12/31/2021,AWI-US_12/31/2021,1.071900374,1.030775998,1.020103142
RL-US,12/31/2021,RL-US_12/31/2021,1.194346199,1.161252332,1.304101587
NOVT-US,12/31/2021,NOVT-US_12/31/2021,1.247172794,1.278876003,1.233524698
SLM-US,12/31/2021,SLM-US_12/31/2021,1.269926283,1.502035938,1.201573042
EEFT-US,12/31/2021,EEFT-US_12/31/2021,1.363351838,1.346360924,1.382544926
VLY-US,12/31/2021,VLY-US_12/31/2021,1.128178565,1.17208606,1.158411356
AMN-US,12/31/2021,AMN-US_12/31/2021,0.678693182,0.712951586,0.653694285
VRNS-US,12/31/2021,VRNS-US_12/31/2021,1.624955092,1.541476067,1.732519468
ESI-US,12/31/2021,ESI-US_12/31/2021,1.356958405,1.370694864,1.286860192
UFPI-US,12/31/2021,UFPI-US_12/31/2021,1.310784226,1.33979749,1.128375573
EXEL-US,12/31/2021,EXEL-US_12/31/2021,0.77085906,1.025499957,0.569175413
JBT-US,12/31/2021,JBT-US_12/31/2021,1.222365745,1.133246685,1.347027334
TRNO-US,12/31/2021,TRNO-US_12/31/2021,0.759309907,0.828597903,0.686090887
FCNCA-US,12/31/2021,FCNCA-US_12/31/2021,1.250643274,1.51714343,1.127797669
CHNG-US,12/31/2021,CHNG-US_12/31/2021,0.405935854,0.33602001,0.347575793
CC-US,12/31/2021,CC-US_12/31/2021,1.407634631,1.352538119,1.437480161
SAIC-US,12/31/2021,SAIC-US_12/31/2021,0.494104664,0.205592942,0.750460603
CW-US,12/31/2021,CW-US_12/31/2021,1.26191662,1.141319513,1.454846515
CIT-US,12/31/2021,CIT-US_12/31/2021,1.230719781,1.493506769,1.104862054
PRGO-US,12/31/2021,PRGO-US_12/31/2021,0.447621909,0.425738309,0.4487699
CHH-US,12/31/2021,CHH-US_12/31/2021,1.032831423,1.057902816,1.022254508
MAN-US,12/31/2021,MAN-US_12/31/2021,0.98405198,0.89835326,1.075166702
MSTR-US,12/31/2021,MSTR-US_12/31/2021,2.171586658,1.829863714,2.080994254
OMF-US,12/31/2021,OMF-US_12/31/2021,1.231521715,1.360049005,1.179658594
AR-US,12/31/2021,AR-US_12/31/2021,1.396211163,1.657383874,1.182217663
SIG-US,12/31/2021,SIG-US_12/31/2021,1.103349891,1.257220184,0.685943748
SSD-US,12/31/2021,SSD-US_12/31/2021,1.064510733,1.265324485,0.848510401
UNM-US,12/31/2021,UNM-US_12/31/2021,1.196496042,1.113668298,1.288028708
NCR-US,12/31/2021,NCR-US_12/31/2021,1.614201182,1.626247921,1.526310602
AQUA-US,12/31/2021,AQUA-US_12/31/2021,1.453984079,1.735153481,1.272692876
WTS-US,12/31/2021,WTS-US_12/31/2021,1.02814096,1.083682189,0.991343912
NFG-US,12/31/2021,NFG-US_12/31/2021,0.518323257,0.612538934,0.430034541
ROG-US,12/31/2021,ROG-US_12/31/2021,1.119484968,1.165548123,0.919141652
SRC-US,12/31/2021,SRC-US_12/31/2021,0.952037779,0.848758665,1.096316114
VMI-US,12/31/2021,VMI-US_12/31/2021,1.228085406,1.293705902,1.174505259
CDK-US,12/31/2021,CDK-US_12/31/2021,0.821891866,0.821540825,0.861265211
RYN-US,12/31/2021,RYN-US_12/31/2021,0.905942874,0.793967254,0.983102496
ACHC-US,12/31/2021,ACHC-US_12/31/2021,1.218233199,1.257246176,1.075297527
RRC-US,12/31/2021,RRC-US_12/31/2021,0.763635315,0.936392159,0.539306973
AMED-US,12/31/2021,AMED-US_12/31/2021,1.241714294,1.116362208,1.527828408
SLG-US,12/31/2021,SLG-US_12/31/2021,0.977510028,0.997474963,1.038696982
NOV-US,12/31/2021,NOV-US_12/31/2021,1.369908807,1.482021332,1.046479938
FOX-US,12/31/2021,FOX-US_12/31/2021,0.571804381,0.546279549,0.665560615
HFC-US,12/31/2021,HFC-US_12/31/2021,0.960784416,0.965452313,0.925816848
VG-US,12/31/2021,VG-US_12/31/2021,0.926580646,0.972675266,1.047171172
DOCN-US,12/31/2021,DOCN-US_12/31/2021,#N/A,#N/A,#N/A
STL-US,12/31/2021,STL-US_12/31/2021,1.317006379,1.481150369,1.300132748
TMX-US,12/31/2021,TMX-US_12/31/2021,0.588236897,0.660749532,0.660411002
WBS-US,12/31/2021,WBS-US_12/31/2021,1.293141082,1.338426936,1.360572526
SPT-US,12/31/2021,SPT-US_12/31/2021,2.674098075,2.737953533,2.55724097
MTG-US,12/31/2021,MTG-US_12/31/2021,1.318067136,1.261071694,1.480901627
BYD-US,12/31/2021,BYD-US_12/31/2021,1.570270256,1.640125091,1.56105667
SI-US,12/31/2021,SI-US_12/31/2021,3.274775119,3.192206228,3.422490795
WTFC-US,12/31/2021,WTFC-US_12/31/2021,1.104595783,1.219693506,1.059259275
TDC-US,12/31/2021,TDC-US_12/31/2021,1.141927186,1.373781549,0.744215616
WING-US,12/31/2021,WING-US_12/31/2021,1.152753919,1.098763741,1.171220139
RARE-US,12/31/2021,RARE-US_12/31/2021,1.175566321,1.214451734,1.150022035
SPSC-US,12/31/2021,SPSC-US_12/31/2021,1.403225841,1.881820127,1.017090649
PINC-US,12/31/2021,PINC-US_12/31/2021,0.198682834,0.308506175,0.134595194
ZD-US,12/31/2021,ZD-US_12/31/2021,0.935028558,1.075788587,0.784494231
GMED-US,12/31/2021,GMED-US_12/31/2021,1.019096885,0.92702092,1.078951794
TGNA-US,12/31/2021,TGNA-US_12/31/2021,0.839869459,0.778284407,0.97115614
MMS-US,12/31/2021,MMS-US_12/31/2021,0.916301541,0.945238951,0.902387032
CR-US,12/31/2021,CR-US_12/31/2021,1.217381049,1.290249848,1.044470883
BEPC-US,12/31/2021,BEPC-US_12/31/2021,0.904723712,0.711368694,0.95863213
