Symbol,BetaEndDate,Instance,Beta,UpsideBeta,DownsideBeta
LBTA-US,12/31/2015,LBTA-US_12/31/2015,1.008944868,0.801582548,1.162201203
VRTX-US,12/31/2015,VRTX-US_12/31/2015,1.463191129,1.285503923,1.576893327
CB.XX2-US,12/31/2015,CB.XX2-US_12/31/2015,0.665070449,0.644589272,0.607280184
ECL-US,12/31/2015,ECL-US_12/31/2015,0.954484096,0.925464105,0.991556093
MMC-US,12/31/2015,MMC-US_12/31/2015,0.99049653,0.955877904,1.051317557
EQR-US,12/31/2015,EQR-US_12/31/2015,0.793573678,0.829679642,0.760996358
CAH-US,12/31/2015,CAH-US_12/31/2015,0.92720989,0.990689873,0.840259871
LIN-US,12/31/2015,LIN-US_12/31/2015,0.809241301,0.743452628,0.846088548
TFC-US,12/31/2015,TFC-US_12/31/2015,1.083456767,1.109065965,1.156198614
CME-US,12/31/2015,CME-US_12/31/2015,0.886751001,0.797729865,1.00265446
HAL-US,12/31/2015,HAL-US_12/31/2015,1.297490554,1.31290053,1.24234566
LUV-US,12/31/2015,LUV-US_12/31/2015,1.009181067,0.999830458,0.953910251
CCI-US,12/31/2015,CCI-US_12/31/2015,0.670192416,0.748386384,0.638603134
AEP-US,12/31/2015,AEP-US_12/31/2015,0.655534755,0.64255496,0.637815174
ICE-US,12/31/2015,ICE-US_12/31/2015,0.9453612,0.983297078,0.975024325
MPC-US,12/31/2015,MPC-US_12/31/2015,1.333852575,1.356248878,1.397424163
APD-US,12/31/2015,APD-US_12/31/2015,0.993820123,0.900616663,1.008106303
ITW-US,12/31/2015,ITW-US_12/31/2015,1.017243459,1.08236058,0.935594766
ILMN-US,12/31/2015,ILMN-US_12/31/2015,1.004999083,1.006659852,0.889709035
HPE-US,12/31/2015,HPE-US_12/31/2015,#N/A,#N/A,#N/A
STT-US,12/31/2015,STT-US_12/31/2015,1.225532658,1.118047008,1.384864833
SPGI-US,12/31/2015,SPGI-US_12/31/2015,1.088387168,0.993754413,1.155811769
PPG-US,12/31/2015,PPG-US_12/31/2015,1.089175444,1.030042745,1.117276149
HUM-US,12/31/2015,HUM-US_12/31/2015,0.668293068,0.677131481,0.726619883
AAL-US,12/31/2015,AAL-US_12/31/2015,1.114074567,0.863820162,1.310430347
INTU-US,12/31/2015,INTU-US_12/31/2015,1.22374865,1.095824262,1.396101183
KMI-US,12/31/2015,KMI-US_12/31/2015,0.85277764,0.562634426,1.066891991
AON-US,12/31/2015,AON-US_12/31/2015,0.991835096,0.965756264,1.07442496
AFL-US,12/31/2015,AFL-US_12/31/2015,0.988549365,0.89094479,1.14103577
JCI.XX1-US,12/31/2015,JCI.XX1-US_12/31/2015,1.177006174,1.103117278,1.235951902
NSC-US,12/31/2015,NSC-US_12/31/2015,0.962544655,0.964280686,0.864842468
CSX-US,12/31/2015,CSX-US_12/31/2015,1.175027042,1.224355619,1.033081826
ORLY-US,12/31/2015,ORLY-US_12/31/2015,0.994378166,0.975135388,1.072043715
PCG-US,12/31/2015,PCG-US_12/31/2015,0.625734981,0.639073813,0.621386367
EXC-US,12/31/2015,EXC-US_12/31/2015,0.742204726,0.700423641,0.695239917
DE-US,12/31/2015,DE-US_12/31/2015,0.905520672,0.87949899,1.007776415
SYF-US,12/31/2015,SYF-US_12/31/2015,0.607225141,0.434177558,0.816872352
APTV-US,12/31/2015,APTV-US_12/31/2015,1.207006101,1.222459574,1.224900588
LNKD-US,12/31/2015,LNKD-US_12/31/2015,0.847733397,0.824472486,0.879732922
BSX-US,12/31/2015,BSX-US_12/31/2015,1.056015233,1.17112068,0.9345608
APC-US,12/31/2015,APC-US_12/31/2015,1.314500168,1.134608912,1.393775982
WM-US,12/31/2015,WM-US_12/31/2015,0.636170235,0.560454467,0.702902177
SYY-US,12/31/2015,SYY-US_12/31/2015,0.56524319,0.557915557,0.557767515
AVB-US,12/31/2015,AVB-US_12/31/2015,0.722522649,0.735488163,0.703623938
ETN-US,12/31/2015,ETN-US_12/31/2015,1.213650028,1.268419972,1.166900787
ALL-US,12/31/2015,ALL-US_12/31/2015,0.863899977,0.80812414,0.873412005
ZTS-US,12/31/2015,ZTS-US_12/31/2015,0.985499657,0.979001783,0.960259475
WELL-US,12/31/2015,WELL-US_12/31/2015,0.566886784,0.603010812,0.496837225
DFS-US,12/31/2015,DFS-US_12/31/2015,1.005372303,0.932111827,1.107093954
LB-US,12/31/2015,LB-US_12/31/2015,0.835043622,0.961782896,0.650368921
STZ-US,12/31/2015,STZ-US_12/31/2015,0.833443358,0.940384667,0.749425376
AZO-US,12/31/2015,AZO-US_12/31/2015,0.746593108,0.671154176,0.881759874
VIAC-US,12/31/2015,VIAC-US_12/31/2015,1.017448919,0.961423979,1.082461018
TSLA-US,12/31/2015,TSLA-US_12/31/2015,1.136637939,1.015408449,1.344410128
SRE-US,12/31/2015,SRE-US_12/31/2015,0.687400778,0.584605864,0.685652224
CCL-US,12/31/2015,CCL-US_12/31/2015,1.016238047,0.990355197,1.070735165
PPL-US,12/31/2015,PPL-US_12/31/2015,0.698151012,0.672590242,0.699184532
VTRS-US,12/31/2015,VTRS-US_12/31/2015,1.00567894,0.941529246,0.989467744
ADM-US,12/31/2015,ADM-US_12/31/2015,0.982563729,0.939972595,0.991710946
PLD-US,12/31/2015,PLD-US_12/31/2015,0.883105876,0.838130791,0.947344177
MNST-US,12/31/2015,MNST-US_12/31/2015,0.751306315,0.630001995,1.008876889
STI-US,12/31/2015,STI-US_12/31/2015,1.237051356,1.182838784,1.349832892
ROST-US,12/31/2015,ROST-US_12/31/2015,1.024194694,0.900154952,1.13788062
UAL-US,12/31/2015,UAL-US_12/31/2015,0.938953604,0.716841405,1.05306679
HCA-US,12/31/2015,HCA-US_12/31/2015,0.857876056,0.693840115,1.02960045
FISV-US,12/31/2015,FISV-US_12/31/2015,1.040338421,1.078469968,1.063209918
DG-US,12/31/2015,DG-US_12/31/2015,0.658954791,0.54854121,0.738973894
GLW-US,12/31/2015,GLW-US_12/31/2015,1.008632862,1.168443929,0.878746637
EA-US,12/31/2015,EA-US_12/31/2015,0.972069006,1.042116681,0.886991762
AMAT-US,12/31/2015,AMAT-US_12/31/2015,1.057998183,0.997111131,1.076985046
HPQ-US,12/31/2015,HPQ-US_12/31/2015,1.177863899,1.245648365,0.9122164
ABC-US,12/31/2015,ABC-US_12/31/2015,0.588994019,0.588023574,0.604065477
PRGO-US,12/31/2015,PRGO-US_12/31/2015,0.900161915,0.658784946,1.030359517
BXLT-US,12/31/2015,BXLT-US_12/31/2015,#N/A,#N/A,#N/A
VFC-US,12/31/2015,VFC-US_12/31/2015,0.911995283,0.802697955,1.013147901
SHW-US,12/31/2015,SHW-US_12/31/2015,0.930008859,0.899502239,0.965125385
BAX-US,12/31/2015,BAX-US_12/31/2015,0.763485044,0.637483631,0.851902605
ISRG-US,12/31/2015,ISRG-US_12/31/2015,0.764201443,0.804038534,0.748435633
BKR-US,12/31/2015,BKR-US_12/31/2015,1.18829159,1.205608411,1.132850563
ATVI-US,12/31/2015,ATVI-US_12/31/2015,0.999849497,1.055064047,0.893275622
BXP-US,12/31/2015,BXP-US_12/31/2015,0.854681442,0.884367828,0.817164378
PEG-US,12/31/2015,PEG-US_12/31/2015,0.714473272,0.619864916,0.748629839
AMP-US,12/31/2015,AMP-US_12/31/2015,1.238962925,1.195932153,1.311285816
MTB-US,12/31/2015,MTB-US_12/31/2015,1.058241917,1.07908656,1.1557917
WMB-US,12/31/2015,WMB-US_12/31/2015,1.547511247,1.191332579,1.83197997
EIX-US,12/31/2015,EIX-US_12/31/2015,0.571035136,0.566017159,0.54040501
ROP-US,12/31/2015,ROP-US_12/31/2015,0.969837173,0.957852563,0.973974588
VNO-US,12/31/2015,VNO-US_12/31/2015,0.86313603,0.901382646,0.82319003
PXD-US,12/31/2015,PXD-US_12/31/2015,1.22752747,1.085623202,1.291509847
ED-US,12/31/2015,ED-US_12/31/2015,0.54241247,0.578241728,0.503964831
TROW-US,12/31/2015,TROW-US_12/31/2015,0.995296683,1.027873533,0.98976688
EQIX-US,12/31/2015,EQIX-US_12/31/2015,0.923310952,0.886475674,0.937592362
OMC-US,12/31/2015,OMC-US_12/31/2015,0.861685551,0.821284042,0.876630458
VTR-US,12/31/2015,VTR-US_12/31/2015,0.606074115,0.610813771,0.57808461
PGR-US,12/31/2015,PGR-US_12/31/2015,0.908886747,0.934773268,0.862783976
EL-US,12/31/2015,EL-US_12/31/2015,0.929623834,0.961416322,0.96237366
HIG-US,12/31/2015,HIG-US_12/31/2015,1.035606477,1.011875258,1.096690169
XEL-US,12/31/2015,XEL-US_12/31/2015,0.602598475,0.548179837,0.628368025
CERN-US,12/31/2015,CERN-US_12/31/2015,0.890529444,0.734323884,0.931725703
K-US,12/31/2015,K-US_12/31/2015,0.621636645,0.675300724,0.609128787
CAG-US,12/31/2015,CAG-US_12/31/2015,0.789567556,0.804251094,0.814498268
KDP-US,12/31/2015,KDP-US_12/31/2015,0.769434088,0.815857525,0.745897659
DLTR-US,12/31/2015,DLTR-US_12/31/2015,0.887184217,0.776135952,1.023022616
MCO-US,12/31/2015,MCO-US_12/31/2015,1.01389368,0.91164,1.142936155
NVDA-US,12/31/2015,NVDA-US_12/31/2015,1.173044797,1.424212232,1.077077927
PEAK-US,12/31/2015,PEAK-US_12/31/2015,0.647024335,0.635838765,0.638158115
STJ-US,12/31/2015,STJ-US_12/31/2015,0.951907479,0.88905674,0.899210836
ZBH-US,12/31/2015,ZBH-US_12/31/2015,0.837926474,0.824807048,0.820210751
ADI-US,12/31/2015,ADI-US_12/31/2015,1.2883035,1.448547459,1.189935112
ADS-US,12/31/2015,ADS-US_12/31/2015,1.064591944,1.067697394,1.097843658
RCL-US,12/31/2015,RCL-US_12/31/2015,1.037987396,1.15131314,0.99375947
NLSN-US,12/31/2015,NLSN-US_12/31/2015,1.077647003,1.064870552,1.056312626
PAYX-US,12/31/2015,PAYX-US_12/31/2015,0.898689826,0.960616961,0.923599868
INCY-US,12/31/2015,INCY-US_12/31/2015,1.334210985,1.272129779,1.371285152
FIS-US,12/31/2015,FIS-US_12/31/2015,1.022155382,1.018220257,1.067499758
BMRN-US,12/31/2015,BMRN-US_12/31/2015,1.117874796,1.139567243,1.198163705
EW-US,12/31/2015,EW-US_12/31/2015,0.991820844,0.993918548,1.003466628
PCAR-US,12/31/2015,PCAR-US_12/31/2015,1.141518934,1.033483048,1.252888176
NTRS-US,12/31/2015,NTRS-US_12/31/2015,1.192263081,1.121326603,1.363673796
CLX-US,12/31/2015,CLX-US_12/31/2015,0.681115564,0.714732352,0.70154212
APA-US,12/31/2015,APA-US_12/31/2015,1.367274535,1.326824177,1.422150133
SWK-US,12/31/2015,SWK-US_12/31/2015,0.986214276,1.048082037,0.954947736
ES-US,12/31/2015,ES-US_12/31/2015,0.608177279,0.617797246,0.593315192
WEC-US,12/31/2015,WEC-US_12/31/2015,0.658912081,0.638854166,0.621041808
FITB-US,12/31/2015,FITB-US_12/31/2015,1.201654538,1.223841308,1.294503193
SE.XX11-US,12/31/2015,SE.XX11-US_12/31/2015,1.141390844,1.142382613,1.090737729
APH-US,12/31/2015,APH-US_12/31/2015,1.075828004,1.149139129,1.068079747
MJN-US,12/31/2015,MJN-US_12/31/2015,0.804278418,0.827324754,0.766747656
LVS-US,12/31/2015,LVS-US_12/31/2015,1.253207468,1.307018215,1.173957614
CMI-US,12/31/2015,CMI-US_12/31/2015,0.913203407,0.837728202,0.970286363
TSN-US,12/31/2015,TSN-US_12/31/2015,0.846783555,0.870249291,0.785513607
IP-US,12/31/2015,IP-US_12/31/2015,1.054114199,0.960118335,1.133856813
SNDK-US,12/31/2015,SNDK-US_12/31/2015,1.248318086,1.393162847,1.178203239
GGP-US,12/31/2015,GGP-US_12/31/2015,0.866027709,0.927899486,0.8372109
LVLT-US,12/31/2015,LVLT-US_12/31/2015,1.10152908,1.165830681,1.029445546
ESS-US,12/31/2015,ESS-US_12/31/2015,0.75337024,0.755840483,0.720587515
MU-US,12/31/2015,MU-US_12/31/2015,1.406331111,1.378412697,1.156286716
WY-US,12/31/2015,WY-US_12/31/2015,0.87256945,0.866734901,0.93423903
RHT-US,12/31/2015,RHT-US_12/31/2015,0.98940975,1.005346074,1.03988162
CMG-US,12/31/2015,CMG-US_12/31/2015,0.621940485,0.463262037,0.793259413
SWKS-US,12/31/2015,SWKS-US_12/31/2015,1.432318616,1.595001176,1.280650802
EXPE-US,12/31/2015,EXPE-US_12/31/2015,1.236302771,1.347245287,1.256126674
SJM-US,12/31/2015,SJM-US_12/31/2015,0.70599997,0.79580097,0.643898966
TT-US,12/31/2015,TT-US_12/31/2015,0.9003127,0.804482126,0.956917613
IVZ-US,12/31/2015,IVZ-US_12/31/2015,1.316525519,1.305715371,1.321696048
DTE-US,12/31/2015,DTE-US_12/31/2015,0.638169796,0.62216451,0.639756852
UAA-US,12/31/2015,UAA-US_12/31/2015,1.151674111,1.155468037,1.244459704
NBL-US,12/31/2015,NBL-US_12/31/2015,1.424558017,1.345122563,1.377031972
NLOK-US,12/31/2015,NLOK-US_12/31/2015,0.964030904,0.983005589,0.898459335
BEN-US,12/31/2015,BEN-US_12/31/2015,1.159957256,1.084394364,1.244351036
VIAB-US,12/31/2015,VIAB-US_12/31/2015,1.045247114,0.902589722,1.079432711
LUMN-US,12/31/2015,LUMN-US_12/31/2015,0.983267565,1.031016394,1.025306604
A-US,12/31/2015,A-US_12/31/2015,1.182309196,1.167169252,1.194082362
ADSK-US,12/31/2015,ADSK-US_12/31/2015,0.980572097,0.781510258,1.235186786
BCR-US,12/31/2015,BCR-US_12/31/2015,0.833471876,0.871418432,0.805449218
ENDP-US,12/31/2015,ENDP-US_12/31/2015,1.359315057,1.368533908,1.315262442
ROK-US,12/31/2015,ROK-US_12/31/2015,1.031109467,1.179014793,0.88637361
SBAC-US,12/31/2015,SBAC-US_12/31/2015,0.840370703,0.843888002,0.878689596
CHTR-US,12/31/2015,CHTR-US_12/31/2015,0.970317593,1.034066889,0.98355062
WDC-US,12/31/2015,WDC-US_12/31/2015,1.161468823,1.230183926,1.069960731
FE-US,12/31/2015,FE-US_12/31/2015,0.693603545,0.646708696,0.669283113
JCI-US,12/31/2015,JCI-US_12/31/2015,0.905198649,0.815487917,1.023708301
PH-US,12/31/2015,PH-US_12/31/2015,1.074260086,1.024869595,1.073198003
QRTEA-US,12/31/2015,QRTEA-US_12/31/2015,0.940444378,0.75398803,1.061638378
TFCF-US,12/31/2015,TFCF-US_12/31/2015,0.908358582,0.790060846,1.06646907
NOW-US,12/31/2015,NOW-US_12/31/2015,1.118772977,1.078380832,1.114388589
DVN-US,12/31/2015,DVN-US_12/31/2015,1.461185599,1.357368028,1.532657787
TWTR-US,12/31/2015,TWTR-US_12/31/2015,0.838528156,0.962651507,0.837446463
PFG-US,12/31/2015,PFG-US_12/31/2015,1.331085213,1.142057829,1.510469943
ANDV-US,12/31/2015,ANDV-US_12/31/2015,1.080966175,1.17216012,1.14163778
MAR-US,12/31/2015,MAR-US_12/31/2015,1.177424898,1.223556143,1.189414107
EFX-US,12/31/2015,EFX-US_12/31/2015,0.964141665,1.0098076,0.96500729
HSIC-US,12/31/2015,HSIC-US_12/31/2015,0.916501507,0.932979899,0.899527918
FLT-US,12/31/2015,FLT-US_12/31/2015,1.038685334,0.914991554,1.185377721
GPC-US,12/31/2015,GPC-US_12/31/2015,0.958371535,0.908946046,0.992909193
